date_of_sale,address,location,total_area,rooms,plot_area,closing_price
Såld 30 april 2015,Otterlyckevägen 13,"Marstrand - Instön,          Kungälvs kommun",115+4 m²,4,975,3300000
Såld 30 april 2015,Kyrkogatan 15,"Marstrandsön,          Kungälvs kommun",115+25 m²,6,367,10000000
Såld 29 april 2015,Björröd 310,"Kode,          Kungälvs kommun",172+6 m²,6,514,3510000
Såld 29 april 2015,Hallsbergsvägen 14,"Kode,          Kungälvs kommun",100+4 m²,4,576,2880000
Såld 27 april 2015,Södra Ekelöv 155,"Hålta,          Kungälvs kommun",140+66 m²,6,761,3395000
Såld 23 april 2015,Kungälvsvägen 73,"Grinden,          Kungälvs kommun",93+51 m²,5,469,3525000
Såld 18 april 2015,Vämneröd 140,"Kode,          Kungälvs kommun",133+4 m²,4,639,4100000
Såld 16 april 2015,Stenåldersgatan 36,"Ytterby - Stället,          Kungälvs kommun",122+4 m²,4,349,3950000
Såld 16 april 2015,Västra Röd 340,"Kärna - Harestad,          Kungälvs kommun",117+66 m²,6,472,2150000
Såld 16 april 2015,Byvägen 59,"Ödsmålsmosse,          Kungälvs kommun",104+20 m²,4,791,2900000
Såld 16 april 2015,Enskiftegatan 17,"Ytterby Tega,          Kungälvs kommun",145+5 m²,5,990,3700000
Såld 9 april 2015,Kristinedalsgatan 15,"Centralt,          Kungälvs kommun",145+80 m²,6,191,4300000
Såld 31 mars 2015,Sköldgatan 6,"Ytterby - Stället,          Kungälvs kommun",96+8 m²,3,402,3020000
Såld 30 mars 2015,Almvägen 19,"Romelanda Torp,          Kungälvs kommun",140+5 m²,5,801,3110000
Såld 27 mars 2015,Solvagnsgatan 10,"Stället,          Kungälvs kommun",139+12 m²,5,405,4140000
Såld 26 mars 2015,Stora Ryr 135,"Lycke,          Kungälvs kommun",194+8 m²,8,551,3750000
Såld 25 mars 2015,Tröskvägen 272,"Ullstorp,          Kungälvs kommun",148+10 m²,7,678,4870000
Såld 25 mars 2015,Apelvägen 13,"Romelanda,          Kungälvs kommun",106+4 m²,6,449,2850000
Såld 24 mars 2015,Prästvägen 715,"Romelanda,          Kungälvs kommun",122+122 m²,4,25,3400000
Såld 24 mars 2015,Kovikshamn 200,"Kungälv - Kovikshamn,          Kungälvs kommun",90+85 m²,3,361,3500000
Såld 24 mars 2015,Kulperödsvägen 11B,"Kungälv - Hålta,          Kungälvs kommun",120+127 m²,6,7,5100000
Såld 23 mars 2015,Hallebäcksvägen 2,"Kode,          Kungälvs kommun",73+7 m²,4,29,1500000
Såld 20 mars 2015,Flateby 590,"Harestad,          Kungälvs kommun",114+65 m²,3,853,1995000
Såld 20 mars 2015,Fågelstigen 36,"Kungälv,          Kungälvs kommun",113+5 m²,4,177,2980000
Såld 19 mars 2015,Skutviksvägen 6,"Marstrand - Instön,          Kungälvs kommun",90+3 m²,3,506,3350000
Såld 19 mars 2015,Munkegärdegatan 320,"Munkegärde,          Kungälvs kommun",148+36 m²,7,675,4400000
Såld 19 mars 2015,Ödsmål 595,"Rörtången,          Kungälvs kommun",78+3 m²,3,760,5000000
Såld 18 mars 2015,Norrmannebo 740 A,"Norrmannebo,          Kungälvs kommun",84+9 m²,5,931,1350000
Såld 18 mars 2015,Akvamarinvägen 9,"Kode,          Kungälvs kommun",107+5 m²,5,745,2700000
Såld 14 mars 2015,Vävra 760,"Hålta,          Kungälvs kommun",174+7 m²,7,792,5800000
Såld 11 mars 2015,Norrmannebo 800,"Norrmannebo,          Kungälvs kommun",150+10 m²,6,964,2600000
Såld 6 mars 2015,Onyxvägen 4,"Kode,          Kungälvs kommun",155+6 m²,6,669,3600000
Såld 5 mars 2015,Kulperödsvägen 17,"Bohuslän,          Kungälvs kommun",133+119 m²,6,141,4200000
Såld 5 mars 2015,Rishammarvägen 33,"Kungälv,          Kungälvs kommun",112+4 m²,4,3,3430000
Såld 3 mars 2015,Duvesjön 346,"Kungälv - Romelanda,          Kungälvs kommun",145+7 m²,6,900,3250000
Såld 27 februari 2015,Tvetgatan 49,"Bohuslän,          Kungälvs kommun",110 m²,,156,2100000
Såld 27 februari 2015,Vitsippegatan 8,"Ytterby,          Kungälvs kommun",181+7 m²,7,579,3595000
Såld 26 februari 2015,Hemvägen 41,"Kungälv - Romelanda,          Kungälvs kommun",141+7 m²,7,924,3610000
Såld 26 februari 2015,Fregattgatan 5,"Centralt,          Kungälvs kommun",126+65 m²,5,506,4300000
Såld 26 februari 2015,Munkholmsgatan 7,"Kungälv,          Kungälvs kommun",95+4 m²,4,796,2750000
Såld 26 februari 2015,Lilla Ryr 200,"Kungälv - Lycke,          Kungälvs kommun",60+60 m²,2,406,2400000
Såld 21 februari 2015,Stenåldersgatan 6,"Ytterby Stället,          Kungälvs kommun",104+4 m²,4,318,3200000
Såld 13 februari 2015,Gullbringa 110,"Hålta,          Kungälvs kommun",180+5 m²,5,68,3495000
Såld 13 februari 2015,Bärnstensvägen 1,"Kode,          Kungälvs kommun",177+170 m²,7,70,3050000
Såld 12 februari 2015,Tvetgatan 123,"Kungälv,          Kungälvs kommun",109+5 m²,5,300,2450000
Såld 12 februari 2015,Mellan-Restad 270,"Hålta,          Kungälvs kommun",160+14 m²,5,233,3315000
Såld 11 februari 2015,Alekärr 125,"Romelanda,          Kungälvs kommun",120+3 m²,3,950,3400000
Såld 10 februari 2015,Hällristningsgatan 12,"Kungälv Ytterby,          Kungälvs kommun",107+5 m²,5,560,3425000
Såld 3 februari 2015,Tegskiftegatan 28,"Kungälv - Ytterby,          Kungälvs kommun",134+134 m²,7,832,4700000
Såld 28 januari 2015,Grandalen 190,"Kungälv-Svartedalen,          Kungälvs kommun",105+60 m²,3,378,1900000
Såld 21 januari 2015,Stenhålt 352,"Kungälv - Romelanda,          Kungälvs kommun",151+6 m²,6,630,3810000
Såld 18 januari 2015,Vävra 120,"Bohuslän,          Kungälvs kommun",121+25 m²,7,352,2600000
Såld 16 januari 2015,Trankärrsliden 21,"Tveten & Skälebräcke,          Kungälvs kommun",110+75 m²,5,216,2950000
Såld 16 januari 2015,Rubinvägen 19,"Kode,          Kungälvs kommun",195+6 m²,6,937,3400000
Såld 14 januari 2015,Åsebyberg 853,"Kode,          Kungälvs kommun",137+5 m²,5,462,3395000
Såld 13 januari 2015,Lundby 475,"Kareby,          Kungälvs kommun",141+40 m²,5,24,4000000
Såld 11 januari 2015,Bergkristallvägen 20,"Kode,          Kungälvs kommun",127+5 m²,5,572,3760000
Såld 2 januari 2015,Rosenstensvägen 43,"Bohuslän,          Kungälvs kommun",135 m²,,188,2600000
Såld 20 december 2014,Åsebyberg 685,"Kode,          Kungälvs kommun",115+3 m²,3,374,2995000
Såld 12 december 2014,Gårdskiftegatan 17,"Tega,          Kungälvs kommun",163+35 m²,6,147,4050000
Såld 4 december 2014,Tröskvägen 260,"Ullstorp,          Kungälvs kommun",140+6 m²,6,410,4450000
Såld 3 december 2014,Skälebräckeliden 8,"Kungälv - Centrum,          Kungälvs kommun",125+85 m²,8,55,4250000
Såld 28 november 2014,Ängsgatan 19,"Centralt,          Kungälvs kommun",145+62 m²,9,626,3160000
Såld 21 november 2014,Kullegatan 10,"Centralt,          Kungälvs kommun",113+51 m²,7,543,3275000
Såld 20 november 2014,Tomt centrala Ytterby,"Ytterby,          Kungälvs kommun",156+7 m²,7,600,1150000
Såld 20 november 2014,Nolby 170,"Kode,          Kungälvs kommun",203+55 m²,6,383,4100000
Såld 17 november 2014,Duvesjön 335,"Duvesjön,          Kungälvs kommun",121+5 m²,5,205,2750000
Såld 17 november 2014,Kulperödsvägen 10,"Kungälv - Hålta,          Kungälvs kommun",175+14 m²,6,341,3850000
Såld 16 november 2014,Häljeröd 300,"Kungälv - Romelanda,          Kungälvs kommun",223+25 m²,7,647,5000000
Såld 16 november 2014,Stenåldersgatan 52,"Ytterby,          Kungälvs kommun",117+4 m²,4,345,3400000
Såld 14 november 2014,Rondan 8,"Ödsmålsmosse,          Kungälvs kommun",125+29 m²,5,106,2920000
Såld 12 november 2014,Älvliden 2,"Kungälv,          Kungälvs kommun",118+50 m²,5,405,3450000
Såld 12 november 2014,Östergårdsgatan 23,"Ytterby,          Kungälvs kommun",180+48 m²,6,840,3500000
Såld 9 november 2014,Duvesjön 217,"Duvesjön / Kungälv,          Kungälvs kommun",120+36 m²,4,91,3030000
Såld 31 oktober 2014,Dotorp 230,"Kärna,          Kungälvs kommun",64+42 m²,3,986,1800000
Såld 28 oktober 2014,Munkegärdegatan 251,"Kungälv,          Kungälvs kommun",178+109 m²,8,849,4325000
Såld 28 oktober 2014,Duvesjön 232,"Duvesjön,          Kungälvs kommun",122+5 m²,5,76,2780000
Såld 23 oktober 2014,Onyxvägen 23,"Kungälv, Kode,          Kungälvs kommun",155+7 m²,7,514,2940000
Såld 20 oktober 2014,Västra Röd 180,"Kungälv - Harestad,          Kungälvs kommun",150+5 m²,5,,5200000
Såld 15 oktober 2014,Snäckvägen 3,"Ödsmålsmosse,          Kungälvs kommun",76+28 m²,4,213,2575000
Såld 13 oktober 2014,Tulpanvägen 1,"Kärna,          Kungälvs kommun",127+105 m²,7,568,2225000
Såld 9 oktober 2014,Tegskiftegatan 50,"Tega,          Kungälvs kommun",112+57 m²,5,856,3150000
Såld 7 oktober 2014,Gråstensvägen 26,"Kode,          Kungälvs kommun",191+6 m²,6,149,3720000
Såld 2 oktober 2014,Matskärsvägen 104,"Tjuvkil (norra delen)+Baracken,          Kungälvs kommun",134+5 m²,5,996,4520000
Såld 26 september 2014,Idrottsgatan 26,"Marstrand, Koön,          Kungälvs kommun",130+20 m²,5,565,4075000
Såld 25 september 2014,Åseby 350,"Kode,          Kungälvs kommun",169+8 m²,8,113,4850000
Såld 25 september 2014,Västra Röd 130,"Kärna - Harestad,          Kungälvs kommun",136+15 m²,4,170,3100000
Såld 25 september 2014,Skår 170,"Kärna,          Kungälvs kommun",90+101 m²,6,54,2500000
Såld 15 september 2014,Önneröd 140,"Kärna,          Kungälvs kommun",110+110 m²,,439,2050000
Såld 10 september 2014,Hjälmgatan 1,"Ytterby - Stället,          Kungälvs kommun",96+8 m²,3,444,2900000
Såld 9 september 2014,Prejelvägen 114,"Ullstorp,          Kungälvs kommun",122+5 m²,5,366,3750000
Såld 9 september 2014,Långåkersgatan 11,"Kungälv Centralt,          Kungälvs kommun",129+36 m²,5,136,4700000
Såld 8 september 2014,Gamla Torget 10,"Kungälv Gamla Staden,          Kungälvs kommun",90+23 m²,4,134,3200000
Såld 8 september 2014,Stenåldersgatan 18,"Ytterby - Stället,          Kungälvs kommun",103+4 m²,4,297,3366500
Såld 2 september 2014,Norrmannebo 680,"Romelanda,          Kungälvs kommun",172+71 m²,7,202,1700000
Såld 31 augusti 2014,Vråkärrsvägen 8,"Kungälv,          Kungälvs kommun",48+3 m²,3,847,1400000
Såld 28 augusti 2014,Annas Väg 14,"Kovikshamn,          Kungälvs kommun",90+4 m²,4,515,2450000
Såld 26 augusti 2014,Västerhöjdsvägen 18,"Kärna,          Kungälvs kommun",115+3 m²,4,291,3100000
Såld 22 augusti 2014,Gategården 182,"Hålta,          Kungälvs kommun",240+50 m²,8,484,2975000
Såld 22 augusti 2014,Stenhålt 130,"Romelanda,          Kungälvs kommun",180+5 m²,5,824,3600000
Såld 20 augusti 2014,Västra Porten 28,"Ytterby,          Kungälvs kommun",120+16 m²,3,954,3485000
Såld 13 augusti 2014,Rondan 22,"Ödsmålsmosse,          Kungälvs kommun",72+65 m²,6,258,1900000
Såld 8 augusti 2014,Duvesjön 338,"Kungälv - Romelanda,          Kungälvs kommun",115+4 m²,4,63,2795000
Såld 2 juli 2014,Åsebyberg 725,"Åseby,          Kungälvs kommun",156+5 m²,5,101,3525000
Såld 30 juni 2014,Hasselvägen 4,"Romelanda - Diseröd,          Kungälvs kommun",125+125 m²,9,805,2300000
Såld 25 juni 2014,Vävra 542,"Hålta,          Kungälvs kommun",109+15 m²,5,106,2750000
Såld 19 juni 2014,Halleravägen 8B,"Kovikshamn,          Kungälvs kommun",150+30 m²,7,419,6050000
Såld 19 juni 2014,Björkebacka 118,"Kareby,          Kungälvs kommun",145+5 m²,5,372,3200000
Såld 18 juni 2014,Häljeröd 190,"Romelanda,          Kungälvs kommun",84+79 m²,5,965,2710000
Såld 18 juni 2014,Hålta Annex 150,"Hålta,          Kungälvs kommun",32+2 m²,2,208,1000000
Såld 17 juni 2014,Granndalen 14,"Lycke,          Kungälvs kommun",62+4 m²,4,229,2250000
Såld 16 juni 2014,Vävra 540,"Bohuslän,          Kungälvs kommun",53+3 m²,3,863,2210000
Såld 15 juni 2014,Krokens Väg 18,"Tjuvkil,          Kungälvs kommun",70+4 m²,4,530,2650000
Såld 11 juni 2014,Kristinedalsgatan 6,"Centralt,          Kungälvs kommun",177+67 m²,6,802,4250000
Såld 31 maj 2014,Illekärr 170,"Kungälv - Romelanda,          Kungälvs kommun",152+80 m²,6,70,2720000
Såld 27 maj 2014,Lagvägen 53,"Kungälv - Ytterby,          Kungälvs kommun",157+51 m²,6,779,2950000
Såld 27 maj 2014,Snäckvägen 9,"Ödsmålsmosse,          Kungälvs kommun",76+3 m²,3,562,2100000
Såld 22 maj 2014,Matskärsvägen 102,"Tjuvkil,          Kungälvs kommun",71+3 m²,3,433,4550000
Såld 22 maj 2014,Skårby Station 150,"Kareby,          Kungälvs kommun",97+50 m²,4,446,2020000
Såld 20 maj 2014,Solberga 510,"Solberga - Kode,          Kungälvs kommun",98+58 m²,5,517,2215000
Såld 17 maj 2014,Löstorp 130,"Kareby,          Kungälvs kommun",171+7 m²,6,580,4200000
Såld 14 maj 2014,Torsby 130,"Kärna,          Kungälvs kommun",95+4 m²,4,538,2360000
Såld 10 maj 2014,Åsleröd 110,"Ytterby,          Kungälvs kommun",57+57 m²,3,975,1470000
Såld 8 maj 2014,Tingsvägen 3,"Ytterby,          Kungälvs kommun",143+6 m²,6,723,2570000
Såld 2 maj 2014,Bremnäs 390,"Lycke, Kärna,          Kungälvs kommun",98+3 m²,3,770,2850000
Såld 30 april 2014,Ulvesund 412,"Ytterby-Ulvesund,          Kungälvs kommun",106+4 m²,4,806,2800000
Såld 29 april 2014,Lundby 340,"Kareby,          Kungälvs kommun",147+6 m²,6,648,3200000
Såld 29 april 2014,Rådalsvägen 7,"Aröd,          Kungälvs kommun",60+31 m²,5,500,2500000
Såld 26 april 2014,Västerhöjdsvägen 26,"Kärna,          Kungälvs kommun",103+5 m²,5,250,2900000
Såld 22 april 2014,Parken 110,"Solberga Kode,          Kungälvs kommun",157+100 m²,5,160,3950000
Såld 18 april 2014,Västra Brattön,"Brattön,          Kungälvs kommun",70+4 m²,4,377,4900000
Såld 16 april 2014,Kämpegatan 7,"Centralt,          Kungälvs kommun",121+103 m²,6,899,3125000
Såld 15 april 2014,Skäggstorp 160,"Kode,          Kungälvs kommun",28+2 m²,2,257,600000
Såld 12 april 2014,Grokareby 110,"Kareby,          Kungälvs kommun",120+80 m²,4,367,2400000
Såld 6 april 2014,Fågelstigen 44,"Kungälv,          Kungälvs kommun",128+5 m²,5,377,3275000
Såld 26 mars 2014,Heden 190,"Kärna - Harestad,          Kungälvs kommun",74+45 m²,4,64,2482000
Såld 26 mars 2014,Mantalsgatan 9,"Ytterby,          Kungälvs kommun",175+35 m²,8,105,3850000
Såld 25 mars 2014,Granndalen 5,"Lycke,          Kungälvs kommun",91+4 m²,4,330,2095000
Såld 21 mars 2014,Lundby 390,"Kareby,          Kungälvs kommun",180+115 m²,,123,2595000
Såld 20 mars 2014,Vältvägen 509,"Ullstorp,          Kungälvs kommun",105+10 m²,4,319,3160000
Såld 18 mars 2014,Matskärsvägen 98b,"Tjuvkil,          Kungälvs kommun",90+4 m²,4,12,3825000
Såld 13 mars 2014,Topasvägen 11,"Kode,          Kungälvs kommun",103+95 m²,6,742,2375000
Såld 12 mars 2014,Gunneröd 170,"Lycke,          Kungälvs kommun",98+3 m²,3,301,2350000
Såld 11 mars 2014,Häljeröd 550,"Kode,          Kungälvs kommun",135+35 m²,4,880,2530000
Såld 10 mars 2014,Duvesjön 312,"Duvesjön,          Kungälvs kommun",119+5 m²,5,652,3100000
Såld 7 mars 2014,Lagvägen 31,"Ytterby,          Kungälvs kommun",89+76 m²,4,330,2175000
Såld 5 mars 2014,Helgonagatan 192,"Munkegärde,          Kungälvs kommun",93+21 m²,5,191,2900000
Såld 4 mars 2014,Högalidsgatan 5,"Centralt,          Kungälvs kommun",109+109 m²,4,805,2820000
Såld 27 februari 2014,Solhultsgatan 17,"Centralt,          Kungälvs kommun",189+15 m²,8,481,2900000
Såld 20 februari 2014,Gunneröd 270,"Lycke,          Kungälvs kommun",57+45 m²,4,646,1850000
Såld 13 februari 2014,Lönnvägen 3,"Enekullen,          Kungälvs kommun",148+6 m²,6,635,3100000
Såld 8 februari 2014,Ulvesund 410,"Ytterby-Ulvesund,          Kungälvs kommun",77+25 m²,5,795,2230000
Såld 3 februari 2014,Ulvebackegatan 12,"Ulvegärde,          Kungälvs kommun",140+38 m²,5,914,3625000
Såld 21 januari 2014,Gårdskiftegatan 16,"Ytterby,          Kungälvs kommun",114+5 m²,5,139,2083000
Såld 21 januari 2014,Fridhemsgatan 9,"Centralt,          Kungälvs kommun",137+90 m²,6,850,3525000
Såld 17 januari 2014,Bärnstensvägen 6,"Kode,          Kungälvs kommun",93+92 m²,4,9,2275000
Såld 15 januari 2014,Prejelvägen 110,"Ullstorp,          Kungälvs kommun",122+5 m²,5,320,3230000
Såld 23 december 2013,Ulvesund 464,"Ytterby-Ulvesund,          Kungälvs kommun",63+2 m²,2,743,1750000
Såld 16 december 2013,Hällristningsgatan 15,"Stället,          Kungälvs kommun",107+5 m²,5,430,3300000
Såld 12 december 2013,Väktaregatan 5,"Centralt,          Kungälvs kommun",142+70 m²,6,566,4850000
Såld 6 december 2013,Solskiftegatan 9,"Tega,          Kungälvs kommun",140+58 m²,6,958,2850000
Såld 29 november 2013,Rishammar 260,"Bohuslän,          Kungälvs kommun",154+86 m²,7,982,2525000
Såld 29 november 2013,Skurhagagatan 4,"Centralt,          Kungälvs kommun",190+75 m²,7,798,2750000
Såld 27 november 2013,Domsvägen 4,"Ytterby,          Kungälvs kommun",98+77 m²,5,858,2150000
Såld 25 november 2013,Åldermansvägen 9,"Ytterby,          Kungälvs kommun",174+74 m²,5,119,3600000
Såld 15 november 2013,Västerhöjdsvägen 24,"Kärna,          Kungälvs kommun",150+5 m²,5,596,4160000
Såld 15 november 2013,Thorilds Gränd 9,"Centralt,          Kungälvs kommun",121+3 m²,4,422,4610000
Såld 13 november 2013,Åldermansvägen 12,"Ytterby,          Kungälvs kommun",124+124 m²,5,909,3745000
Såld 12 november 2013,Lundby 380,"Kareby,          Kungälvs kommun",140+4 m²,4,818,2900000
Såld 11 november 2013,Oskarsbergsgatan 34,"Tega,          Kungälvs kommun",119+48 m²,4,773,3020000
Såld 4 november 2013,Fontinvägen 26,"Centralt,          Kungälvs kommun",166+63 m²,6,83,4675000
Såld 31 oktober 2013,Jägarvägen 6,"Bohuslän,          Kungälvs kommun",159+16 m²,5,564,2200000
Såld 25 oktober 2013,Komministergatan 16,"Centralt,          Kungälvs kommun",175+100 m²,7,723,5100000
Såld 22 oktober 2013,Fredkullagatan 24,"Centralt,          Kungälvs kommun",80+40 m²,4,918,2440000
Såld 18 oktober 2013,Ulvesund 305,"Ytterby-Ulvesund,          Kungälvs kommun",154+7 m²,7,775,2690000
Såld 18 oktober 2013,Vävra 535,"Vävra,          Kungälvs kommun",60+3 m²,3,69,1460000
Såld 11 oktober 2013,Åsleröd 110,"Ytterby,          Kungälvs kommun",57+57 m²,3,975,1555000
Såld 11 oktober 2013,Rundsvallen 150,"Ytterby - Rundsvallen,          Kungälvs kommun",142+15 m²,5,440,2850000
Såld 11 oktober 2013,Krappvägen 574,"Ullstorp,          Kungälvs kommun",170+29 m²,5,807,4845000
Såld 9 oktober 2013,Staby 774,"Kärna,          Kungälvs kommun",121+4 m²,4,127,2740000
Såld 8 oktober 2013,Glose 590,"Glose,          Kungälvs kommun",108+57 m²,5,799,1850000
Såld 8 oktober 2013,Svärdgatan 6,"Stället,          Kungälvs kommun",137+8 m²,5,392,3560000
Såld 3 oktober 2013,Drakegatan 8,"Centralt,          Kungälvs kommun",121+39 m²,4,853,3400000
Såld 18 september 2013,Hällevad 140,"Duvesjön,          Kungälvs kommun",144+58 m²,6,77,2955000
Såld 13 september 2013,Holm 230,"Kärna,          Kungälvs kommun",155+7 m²,6,861,3700000
Såld 9 september 2013,Braseröd 120,"Romelanda,          Kungälvs kommun",108+8 m²,4,164,1895000
Såld 30 augusti 2013,Lahälla 760,"Lahälla,          Kungälvs kommun",181+60 m²,5,559,4500000
Såld 30 augusti 2013,Olsegården 13,"Olseröd,          Kungälvs kommun",140+32 m²,5,375,3280000
Såld 28 augusti 2013,Heden 180,"Ytterby-Ulvesund,          Kungälvs kommun",60+57 m²,3,279,2500000
Såld 28 augusti 2013,Brunnefjäll 132,"Kärna - Vedhall,          Kungälvs kommun",220+6 m²,6,76,4490000
Såld 27 augusti 2013,Kållstorp 140,"Kärna - Harestad,          Kungälvs kommun",110+5 m²,5,436,1360000
Såld 26 augusti 2013,Rönnvägen 14,"Romelanda - Diseröd,          Kungälvs kommun",109+109 m²,6,59,2710000
Såld 20 augusti 2013,Ängsgatan 13,"Centralt,          Kungälvs kommun",111+92 m²,4,564,2550000
Såld 15 augusti 2013,Strandgatan 10B,"Centralt,          Kungälvs kommun",101+6 m²,4,414,3230000
Såld 15 augusti 2013,Marielundsvägen 16,"Marstrand - Koön,          Kungälvs kommun",163+5 m²,5,702,4500000
Såld 15 augusti 2013,Kuskalundsvägen 12,"Vävra,          Kungälvs kommun",87+4 m²,4,379,1835000
Såld 13 augusti 2013,Vävra 705,"Hålta,          Kungälvs kommun",118+11 m²,4,206,2450000
Såld 5 augusti 2013,Rönnvägen 1,"Romelanda - Diseröd,          Kungälvs kommun",98+71 m²,5,941,2250000
Såld 22 juli 2013,Slånvägen 5,"Kärna,          Kungälvs kommun",207+209 m²,9,17,3550000
